instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/02-treeWeight-481-8leaves.asp.ground,0.0002,0.961,0.0002,0.002,0.957,0.0023,1.0,344311.0,343521.0,790.0,1374952.0,3.9933,340460.0,4560.0,0.0,0.0,340844.0,340796.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1318.0,116.0,16.0,1186.0,0.088,0.0121,0.8998,1030706.0,326361.0,17885.0,0.7496,0.2374,0.013
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/03-treeWeight-668-8leaves.asp.ground,0.0005,0.9604,0.0004,0.0029,0.9537,0.0047,1.0,168692.0,167902.0,790.0,670143.0,3.9726,166216.0,3098.0,0.0,0.0,166510.0,166462.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,1159.0,101.0,16.0,1042.0,0.0871,0.0138,0.8991,501516.0,158913.0,9714.0,0.7484,0.2371,0.0145
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/09-treeWeight-503-8leaves.asp.ground,0.0002,0.9699,0.0002,0.002,0.9663,0.0019,1.0,412076.0,411286.0,790.0,1644650.0,3.9911,408167.0,4668.0,0.0,0.0,408621.0,408573.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1418.0,116.0,16.0,1286.0,0.0818,0.0113,0.9069,1232639.0,395009.0,17002.0,0.7495,0.2402,0.0103
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/10-treeWeight-339-8leaves.asp.ground,0.0003,0.9571,0.0003,0.0025,0.9519,0.0032,1.0,249075.0,248285.0,790.0,993670.0,3.9894,245970.0,3722.0,0.0,0.0,246324.0,246276.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1141.0,109.0,16.0,1016.0,0.0955,0.014,0.8904,744660.0,234590.0,14420.0,0.7494,0.2361,0.0145
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/11-treeWeight-703-8leaves.asp.ground,0.0001,0.9806,0.0001,0.0017,0.9781,0.0011,1.0,714626.0,713836.0,790.0,2852704.0,3.9919,709721.0,5881.0,0.0,0.0,710360.0,710312.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,1847.0,121.0,16.0,1710.0,0.0655,0.0087,0.9258,2138143.0,694983.0,19578.0,0.7495,0.2436,0.0069
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/15-treeWeight-666-8leaves.asp.ground,0.0002,0.9713,0.0002,0.0021,0.9675,0.0021,1.0,383706.0,382916.0,790.0,1530174.0,3.9879,379919.0,4568.0,0.0,0.0,380359.0,380311.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1476.0,102.0,16.0,1358.0,0.0691,0.0108,0.9201,1146533.0,368104.0,15537.0,0.7493,0.2406,0.0102
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/16-treeWeight-495-8leaves.asp.ground,0.0002,0.9685,0.0002,0.0022,0.9647,0.002,1.0,395747.0,394957.0,790.0,1579322.0,3.9907,391823.0,4666.0,0.0,0.0,392292.0,392244.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1386.0,114.0,16.0,1256.0,0.0823,0.0115,0.9062,1183640.0,378611.0,17071.0,0.7495,0.2397,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/17-treeWeight-618-8leaves.asp.ground,0.0002,0.971,0.0001,0.0018,0.9677,0.0017,1.0,460312.0,459522.0,790.0,1837397.0,3.9916,456034.0,5043.0,0.0,0.0,456493.0,456445.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1428.0,118.0,16.0,1294.0,0.0826,0.0112,0.9062,1377150.0,442009.0,18238.0,0.7495,0.2406,0.0099
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/18-treeWeight-467-8leaves.asp.ground,0.0003,0.9616,0.0003,0.0024,0.9564,0.0034,1.0,236107.0,235317.0,790.0,940686.0,3.9842,233132.0,3555.0,0.0,0.0,233450.0,233402.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1061.0,115.0,16.0,930.0,0.1084,0.0151,0.8765,704644.0,223419.0,12623.0,0.7491,0.2375,0.0134
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/19-treeWeight-786-8leaves.asp.ground,0.0002,0.9717,0.0002,0.0019,0.9681,0.0021,1.0,388394.0,387604.0,790.0,1548951.0,3.9881,384593.0,4520.0,0.0,0.0,385003.0,384955.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1337.0,117.0,16.0,1204.0,0.0875,0.012,0.9005,1160622.0,372880.0,15449.0,0.7493,0.2407,0.01
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/21-treeWeight-517-8leaves.asp.ground,0.0002,0.9641,0.0002,0.0022,0.96,0.0023,1.0,345732.0,344942.0,790.0,1379763.0,3.9908,341969.0,4507.0,0.0,0.0,342391.0,342343.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1389.0,115.0,16.0,1258.0,0.0828,0.0115,0.9057,1034096.0,328863.0,16804.0,0.7495,0.2383,0.0122
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/22-treeWeight-352-8leaves.asp.ground,0.0003,0.952,0.0003,0.0025,0.9465,0.0036,1.0,220128.0,219338.0,790.0,878121.0,3.9891,217116.0,3610.0,0.0,0.0,217431.0,217383.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1100.0,112.0,16.0,972.0,0.1018,0.0145,0.8836,658058.0,205917.0,14146.0,0.7494,0.2345,0.0161
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/23-treeWeight-341-8leaves.asp.ground,0.0003,0.9569,0.0003,0.0026,0.9518,0.0031,1.0,261391.0,260601.0,790.0,1043024.0,3.9903,258148.0,3900.0,0.0,0.0,258520.0,258472.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1213.0,117.0,16.0,1080.0,0.0965,0.0132,0.8904,781698.0,246164.0,15162.0,0.7495,0.236,0.0145
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/25-treeWeight-715-8leaves.asp.ground,0.0002,0.9709,0.0002,0.0022,0.9668,0.0023,1.0,345904.0,345114.0,790.0,1378834.0,3.9862,342366.0,4292.0,0.0,0.0,342778.0,342730.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1404.0,120.0,16.0,1268.0,0.0855,0.0114,0.9031,1032995.0,331530.0,14309.0,0.7492,0.2404,0.0104
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/27-treeWeight-360-8leaves.asp.ground,0.0003,0.9517,0.0003,0.0026,0.9461,0.0036,1.0,220436.0,219646.0,790.0,879428.0,3.9895,217440.0,3631.0,0.0,0.0,217765.0,217717.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1171.0,115.0,16.0,1040.0,0.0982,0.0137,0.8881,659057.0,206116.0,14255.0,0.7494,0.2344,0.0162
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/28-treeWeight-655-8leaves.asp.ground,0.0002,0.9752,0.0001,0.0018,0.9721,0.0017,1.0,475352.0,474562.0,790.0,1896609.0,3.9899,471285.0,4858.0,0.0,0.0,471751.0,471703.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1489.0,109.0,16.0,1364.0,0.0732,0.0107,0.9161,1421322.0,458736.0,16551.0,0.7494,0.2419,0.0087
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/hard/29-treeWeight-376-8leaves.asp.ground,0.0004,0.9576,0.0003,0.0026,0.9518,0.004,1.0,201781.0,200991.0,790.0,803753.0,3.9833,199077.0,3248.0,0.0,0.0,199381.0,199333.0,32.0,16.0,0.0,0.9998,0.0002,0.0001,0.0,996.0,108.0,16.0,872.0,0.1084,0.0161,0.8755,602037.0,189818.0,11898.0,0.749,0.2362,0.0148
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/02-treeWeight-430-8leaves.asp.ground,0.0003,0.9528,0.0003,0.0022,0.9481,0.003,1.0,266329.0,265539.0,790.0,1063313.0,3.9925,262814.0,4171.0,0.0,0.0,263147.0,263099.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1212.0,116.0,16.0,1080.0,0.0957,0.0132,0.8911,797049.0,249634.0,16630.0,0.7496,0.2348,0.0156
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/04-treeWeight-644-8leaves.asp.ground,0.0003,0.963,0.0002,0.0022,0.9586,0.0027,1.0,293602.0,292812.0,790.0,1170570.0,3.9869,290091.0,4255.0,0.0,0.0,290455.0,290407.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1389.0,115.0,16.0,1258.0,0.0828,0.0115,0.9057,877033.0,278544.0,14993.0,0.7492,0.238,0.0128
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/07-treeWeight-371-8leaves.asp.ground,0.0003,0.9615,0.0002,0.0024,0.957,0.0027,1.0,300992.0,300202.0,790.0,1201208.0,3.9908,297601.0,4081.0,0.0,0.0,297995.0,297947.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1275.0,121.0,16.0,1138.0,0.0949,0.0125,0.8925,900281.0,285322.0,15605.0,0.7495,0.2375,0.013
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/08-treeWeight-552-8leaves.asp.ground,0.0002,0.9671,0.0002,0.0018,0.9639,0.0018,1.0,446965.0,446175.0,790.0,1785159.0,3.994,442626.0,5120.0,0.0,0.0,443065.0,443017.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1458.0,120.0,16.0,1322.0,0.0823,0.011,0.9067,1338259.0,427286.0,19614.0,0.7497,0.2394,0.011
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/10-treeWeight-288-8leaves.asp.ground,0.0004,0.9465,0.0004,0.0029,0.94,0.0044,1.0,180750.0,179960.0,790.0,720705.0,3.9873,178049.0,3260.0,0.0,0.0,178352.0,178304.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,1025.0,109.0,16.0,900.0,0.1063,0.0156,0.878,540020.0,167733.0,12952.0,0.7493,0.2327,0.018
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/11-treeWeight-652-8leaves.asp.ground,0.0001,0.9778,0.0001,0.0018,0.975,0.0013,1.0,623375.0,622585.0,790.0,2488465.0,3.9919,618674.0,5626.0,0.0,0.0,619262.0,619214.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1745.0,121.0,16.0,1608.0,0.0693,0.0092,0.9215,1865155.0,603987.0,19323.0,0.7495,0.2427,0.0078
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/12-treeWeight-636-8leaves.asp.ground,0.0002,0.9696,0.0001,0.0015,0.9667,0.0017,1.0,465496.0,464706.0,790.0,1858686.0,3.9929,461067.0,5122.0,0.0,0.0,461456.0,461408.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1284.0,118.0,16.0,1150.0,0.0919,0.0125,0.8956,1393255.0,446266.0,19165.0,0.7496,0.2401,0.0103
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/14-treeWeight-452-8leaves.asp.ground,0.0002,0.9733,0.0001,0.0021,0.9699,0.0017,1.0,464855.0,464065.0,790.0,1855281.0,3.9911,460839.0,4807.0,0.0,0.0,461359.0,461311.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1489.0,109.0,16.0,1364.0,0.0732,0.0107,0.9161,1390491.0,447620.0,17170.0,0.7495,0.2413,0.0093
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/18-treeWeight-416-8leaves.asp.ground,0.0004,0.9513,0.0004,0.0024,0.9453,0.0043,1.0,186625.0,185835.0,790.0,743524.0,3.9841,183855.0,3298.0,0.0,0.0,184122.0,184074.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,957.0,115.0,16.0,826.0,0.1202,0.0167,0.8631,556964.0,174195.0,12365.0,0.7491,0.2343,0.0166
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/22-treeWeight-301-8leaves.asp.ground,0.0005,0.9395,0.0004,0.0028,0.9324,0.0051,1.0,157666.0,156876.0,790.0,628596.0,3.9869,155052.0,3153.0,0.0,0.0,155316.0,155268.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,982.0,112.0,16.0,854.0,0.1141,0.0163,0.8697,470995.0,144913.0,12688.0,0.7493,0.2305,0.0202
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/23-treeWeight-290-8leaves.asp.ground,0.0004,0.9475,0.0004,0.003,0.941,0.0042,1.0,188675.0,187885.0,790.0,752316.0,3.9874,185891.0,3387.0,0.0,0.0,186212.0,186164.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,1105.0,117.0,16.0,972.0,0.1059,0.0145,0.8796,563706.0,175315.0,13295.0,0.7493,0.233,0.0177
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/24-treeWeight-498-8leaves.asp.ground,0.0004,0.9449,0.0003,0.0022,0.9396,0.0037,1.0,216796.0,216006.0,790.0,865347.0,3.9915,213505.0,3912.0,0.0,0.0,213785.0,213737.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1146.0,112.0,16.0,1018.0,0.0977,0.014,0.8883,648616.0,201085.0,15646.0,0.7495,0.2324,0.0181
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/25-treeWeight-664-8leaves.asp.ground,0.0003,0.9651,0.0002,0.0023,0.9606,0.0028,1.0,289099.0,288309.0,790.0,1152226.0,3.9856,285714.0,4088.0,0.0,0.0,286075.0,286027.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1302.0,120.0,16.0,1166.0,0.0922,0.0123,0.8955,863192.0,274929.0,14105.0,0.7492,0.2386,0.0122
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/26-treeWeight-660-8leaves.asp.ground,0.0002,0.9676,0.0002,0.0017,0.964,0.0023,1.0,348541.0,347751.0,790.0,1389859.0,3.9876,344661.0,4470.0,0.0,0.0,345002.0,344954.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1089.0,107.0,16.0,966.0,0.0983,0.0147,0.8871,1041383.0,332745.0,15731.0,0.7493,0.2394,0.0113
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/27-treeWeight-309-8leaves.asp.ground,0.0005,0.9378,0.0004,0.003,0.9306,0.0051,1.0,158050.0,157260.0,790.0,630267.0,3.9878,155407.0,3222.0,0.0,0.0,155681.0,155633.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,1059.0,115.0,16.0,928.0,0.1086,0.0151,0.8763,472282.0,144955.0,13030.0,0.7493,0.23,0.0207
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/unsat/30-treeWeight-516-8leaves.asp.ground,0.0002,0.9751,0.0001,0.0021,0.9717,0.0016,1.0,494780.0,493990.0,790.0,1974446.0,3.9906,490644.0,4956.0,0.0,0.0,491196.0,491148.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1541.0,115.0,16.0,1410.0,0.0746,0.0104,0.915,1479731.0,477505.0,17210.0,0.7494,0.2418,0.0087
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/01-treeWeight-1962-8leaves.asp.ground,0.0,0.9936,0.0,0.0018,0.9915,0.0004,1.0,2031132.0,2030342.0,790.0,8108286.0,3.992,2024280.0,9079.0,0.0,0.0,2026168.0,2026120.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,4353.0,117.0,16.0,4220.0,0.0269,0.0037,0.9694,6077219.0,2009110.0,21957.0,0.7495,0.2478,0.0027
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/03-treeWeight-1186-8leaves.asp.ground,0.0001,0.9869,0.0001,0.003,0.9826,0.0016,1.0,505004.0,504214.0,790.0,2010430.0,3.981,501393.0,4753.0,0.0,0.0,502205.0,502157.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,2199.0,101.0,16.0,2082.0,0.0459,0.0073,0.9468,1505491.0,493580.0,11359.0,0.7488,0.2455,0.0057
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/04-treeWeight-985-8leaves.asp.ground,0.0001,0.9851,0.0001,0.0018,0.9824,0.0011,1.0,724387.0,723597.0,790.0,2889495.0,3.9889,719813.0,5662.0,0.0,0.0,720518.0,720470.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,2077.0,115.0,16.0,1946.0,0.0554,0.0077,0.9369,2165173.0,707933.0,16389.0,0.7493,0.245,0.0057
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/06-treeWeight-992-8leaves.asp.ground,0.0001,0.9877,0.0001,0.002,0.9848,0.001,1.0,782220.0,781430.0,790.0,3119558.0,3.9881,777692.0,5650.0,0.0,0.0,778515.0,778467.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,2152.0,108.0,16.0,2028.0,0.0502,0.0074,0.9424,2337403.0,766864.0,15291.0,0.7493,0.2458,0.0049
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/07-treeWeight-940-8leaves.asp.ground,0.0001,0.9893,0.0001,0.0015,0.9872,0.0007,1.0,1199802.0,1199012.0,790.0,4789226.0,3.9917,1194154.0,6929.0,0.0,0.0,1195117.0,1195069.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2457.0,121.0,16.0,2320.0,0.0492,0.0065,0.9442,3589489.0,1180098.0,19639.0,0.7495,0.2464,0.0041
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/11-treeWeight-1281-8leaves.asp.ground,0.0,0.9916,0.0,0.0014,0.9898,0.0005,1.0,1643529.0,1642739.0,790.0,6561747.0,3.9925,1637013.0,8072.0,0.0,0.0,1638230.0,1638182.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,3007.0,121.0,16.0,2870.0,0.0402,0.0053,0.9544,4918283.0,1621703.0,21761.0,0.7495,0.2471,0.0033
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/12-treeWeight-1024-8leaves.asp.ground,0.0001,0.9876,0.0001,0.0013,0.9857,0.0007,1.0,1141273.0,1140483.0,790.0,4556662.0,3.9926,1135487.0,6876.0,0.0,0.0,1136264.0,1136216.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2078.0,118.0,16.0,1944.0,0.0568,0.0077,0.9355,3415454.0,1120215.0,20993.0,0.7496,0.2458,0.0046
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/14-treeWeight-813-8leaves.asp.ground,0.0001,0.9882,0.0001,0.0015,0.9861,0.0007,1.0,1106247.0,1105457.0,790.0,4415943.0,3.9918,1100740.0,6674.0,0.0,0.0,1101621.0,1101573.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2241.0,109.0,16.0,2116.0,0.0486,0.0071,0.9442,3309761.0,1086545.0,19637.0,0.7495,0.2461,0.0044
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/16-treeWeight-1091-8leaves.asp.ground,0.0001,0.9904,0.0001,0.0016,0.9883,0.0006,1.0,1305738.0,1304948.0,790.0,5211714.0,3.9914,1299822.0,7260.0,0.0,0.0,1300887.0,1300839.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2590.0,114.0,16.0,2460.0,0.044,0.0062,0.9498,3906041.0,1285840.0,19833.0,0.7495,0.2467,0.0038
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/17-treeWeight-1285-8leaves.asp.ground,0.0001,0.9911,0.0,0.0015,0.9893,0.0005,1.0,1502711.0,1501921.0,790.0,5998875.0,3.992,1496394.0,7759.0,0.0,0.0,1497520.0,1497472.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2782.0,118.0,16.0,2648.0,0.0424,0.0058,0.9518,4496229.0,1481715.0,20931.0,0.7495,0.247,0.0035
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/19-treeWeight-1085-8leaves.asp.ground,0.0001,0.9854,0.0001,0.0018,0.9827,0.0011,1.0,748325.0,747535.0,790.0,2985245.0,3.9892,743680.0,5664.0,0.0,0.0,744389.0,744341.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,1937.0,117.0,16.0,1804.0,0.0604,0.0083,0.9313,2236985.0,731670.0,16590.0,0.7493,0.2451,0.0056
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/21-treeWeight-1452-8leaves.asp.ground,0.0,0.9924,0.0,0.0016,0.9904,0.0005,1.0,1643332.0,1642542.0,790.0,6559656.0,3.9917,1636936.0,8085.0,0.0,0.0,1638293.0,1638245.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,3279.0,115.0,16.0,3148.0,0.0351,0.0049,0.96,4916389.0,1622724.0,20543.0,0.7495,0.2474,0.0031
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/24-treeWeight-1009-8leaves.asp.ground,0.0001,0.9871,0.0001,0.0015,0.9849,0.0008,1.0,970283.0,969493.0,790.0,3872656.0,3.9913,965083.0,6352.0,0.0,0.0,965874.0,965826.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,2208.0,112.0,16.0,2080.0,0.0507,0.0072,0.942,2902438.0,951564.0,18654.0,0.7495,0.2457,0.0048
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/26-treeWeight-1009-8leaves.asp.ground,0.0001,0.9863,0.0001,0.0016,0.984,0.001,1.0,821117.0,820327.0,790.0,3275823.0,3.9895,816140.0,5918.0,0.0,0.0,816830.0,816782.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,1791.0,107.0,16.0,1668.0,0.0597,0.0089,0.9313,2454771.0,803885.0,17167.0,0.7494,0.2454,0.0052
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/27-treeWeight-836-8leaves.asp.ground,0.0001,0.9869,0.0001,0.0018,0.9843,0.0009,1.0,842267.0,841477.0,790.0,3360566.0,3.9899,837532.0,5853.0,0.0,0.0,838333.0,838285.0,32.0,16.0,0.0,0.9999,0.0,0.0,0.0,2137.0,115.0,16.0,2006.0,0.0538,0.0075,0.9387,2518364.0,825286.0,16916.0,0.7494,0.2456,0.005
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/easy/30-treeWeight-1321-8leaves.asp.ground,0.0,0.9924,0.0,0.0016,0.9903,0.0005,1.0,1610641.0,1609851.0,790.0,6428693.0,3.9914,1604229.0,8044.0,0.0,0.0,1605586.0,1605538.0,32.0,16.0,0.0,1.0,0.0,0.0,0.0,3165.0,115.0,16.0,3034.0,0.0363,0.0051,0.9586,4818117.0,1590261.0,20315.0,0.7495,0.2474,0.0032
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/opt/02-treeWeight-431-8leaves.asp.ground,0.0003,0.953,0.0003,0.0022,0.9483,0.003,1.0,267786.0,266996.0,790.0,1069135.0,3.9925,264264.0,4179.0,0.0,0.0,264598.0,264550.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1214.0,116.0,16.0,1082.0,0.0956,0.0132,0.8913,801414.0,251065.0,16656.0,0.7496,0.2348,0.0156
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/opt/04-treeWeight-645-8leaves.asp.ground,0.0003,0.9632,0.0002,0.0022,0.9587,0.0027,1.0,294738.0,293948.0,790.0,1175099.0,3.9869,291223.0,4260.0,0.0,0.0,291588.0,291540.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1391.0,115.0,16.0,1260.0,0.0827,0.0115,0.9058,880426.0,279675.0,14998.0,0.7492,0.238,0.0128
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/opt/10-treeWeight-289-8leaves.asp.ground,0.0004,0.9468,0.0004,0.0029,0.9403,0.0044,1.0,182013.0,181223.0,790.0,725750.0,3.9874,179303.0,3270.0,0.0,0.0,179607.0,179559.0,32.0,16.0,0.0,0.9997,0.0002,0.0001,0.0,1027.0,109.0,16.0,902.0,0.1061,0.0156,0.8783,543802.0,168964.0,12984.0,0.7493,0.2328,0.0179
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/opt/13-treeWeight-453-8leaves.asp.ground,0.0003,0.9581,0.0002,0.002,0.954,0.0027,1.0,293940.0,293150.0,790.0,1173348.0,3.9918,290363.0,4185.0,0.0,0.0,290696.0,290648.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1123.0,109.0,16.0,998.0,0.0971,0.0142,0.8887,879473.0,277448.0,16427.0,0.7495,0.2365,0.014
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/opt/14-treeWeight-453-8leaves.asp.ground,0.0002,0.9734,0.0001,0.0021,0.97,0.0017,1.0,466643.0,465853.0,790.0,1862419.0,3.9911,462621.0,4814.0,0.0,0.0,463142.0,463094.0,32.0,16.0,0.0,0.9999,0.0001,0.0,0.0,1491.0,109.0,16.0,1366.0,0.0731,0.0107,0.9162,1395841.0,449395.0,17183.0,0.7495,0.2413,0.0092
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/8leaves/opt/15-treeWeight-616-8leaves.asp.ground,0.0002,0.9656,0.0002,0.0022,0.9614,0.0025,1.0,320662.0,319872.0,790.0,1278681.0,3.9876,317052.0,4339.0,0.0,0.0,317442.0,317394.0,32.0,16.0,0.0,0.9998,0.0001,0.0001,0.0,1372.0,102.0,16.0,1254.0,0.0743,0.0117,0.914,958084.0,305283.0,15314.0,0.7493,0.2387,0.012
